age,income,assets,credit_score,debt_to_income_ratio,existing_loan,criminal_record,credit_tier,high_debt,asset_income_ratio,age_group,income_per_age,payment_capacity,credit_utilization_proxy
36.0,49914.0,813329.0,557.0,0.47,1,0,0,1,16.294280276469998,1,1349.027027027027,2204.5350000000003,4.006731308598445e-05
66.0,52677.0,117194.0,834.0,0.1461984730532984,1,1,4,0,2.2247237936140323,3,786.223880597015,3747.975252914284,3.796579282066858e-05
41.0,85480.0,401979.0,704.0,0.1,1,1,2,0,4.702553783881799,1,2035.2380952380952,6411.0,2.3396738494653844e-05
27.0,101865.0,1062365.0,850.0,0.21,1,0,4,0,10.429044038246323,0,3638.035714285714,6706.1125,1.96334436078416e-05
23.0,74229.0,462957.0,728.0,0.36,1,1,2,0,6.236791054829584,0,3092.875,3958.8799999999997,2.6942921420969676e-05
27.0,160665.0,63328.0,526.2640435073481,0.33,0,0,0,0,0.3941593118643646,0,5738.035714285715,8970.4625,0.0
29.0,87252.0,674303.0,721.2251152898314,0.33,1,0,2,0,7.728135422277744,0,2908.4,4871.57,2.292158525683636e-05
59.0,62052.0,175050.0,647.0,0.1689908470239785,0,1,1,0,2.820975617617198,2,1034.2,4297.148330039007,0.0
23.0,52402.0,659257.0,850.0,0.66,1,0,4,1,12.580520199225235,0,2183.4166666666665,1484.7233333333331,3.816502557056713e-05
57.0,142240.0,134934.0,768.0,0.0068718978856891,0,0,3,0,0.9486294387694125,2,2452.4137931034484,11771.878437061632,0.0
39.0,109186.0,932224.0,846.0,0.3,1,0,4,0,8.537866229496185,1,2729.65,6369.183333333333,1.831703117558706e-05
18.0,56673.0,301601.0,448.0,0.27,0,1,0,0,5.3216818999894135,0,2982.7894736842104,3447.6075,0.0
47.0,101317.0,323053.0,850.0,0.3,0,0,4,0,3.1885054975423914,2,2110.7708333333335,5910.158333333333,0.0
67.0,52637.0,73625.0,619.0,0.4,1,1,1,0,1.3987043580683156,3,774.0735294117648,2631.85,3.799464275537149e-05
43.0,119483.0,79956.0,587.0,0.58,0,0,1,1,0.6691774630912926,1,2715.5227272727275,4181.905000000001,0.0
27.0,111911.0,511453.0,536.6753664789945,0.33,0,1,0,0,4.570135463578526,0,3996.8214285714284,6248.364166666666,0.0
38.0,117942.0,1006479.0,850.0,0.25,0,0,4,0,8.533605216078954,1,3024.153846153846,7371.375,0.0
34.0,104597.0,1066552.0,634.4357231611385,0.3,0,1,1,0,10.196676800703646,1,2988.4857142857145,6101.491666666666,0.0
52.0,120414.0,736027.0,761.0,0.29,1,1,3,0,6.112419549059503,2,2271.9622641509436,7124.495,1.660908849322349e-05
46.0,75693.0,167539.0,643.0,0.38,0,0,1,0,2.2133722620022724,2,1610.4893617021276,3910.805,0.0
66.0,117548.0,1014955.0,823.0,0.48,0,1,4,1,8.634314200886438,3,1754.44776119403,5093.746666666667,0.0
25.0,85820.0,830374.0,850.0,0.02,1,0,4,0,9.675650481816804,0,3300.769230769231,7008.633333333332,2.3304047913122508e-05
43.0,88440.0,221937.0,613.0,0.51,1,1,1,1,2.509435668977058,1,2010.0,3611.2999999999997,2.2613690328124646e-05
50.0,108859.0,622647.0,839.0,0.31,1,0,4,0,5.719704207238655,2,2134.4901960784314,6259.392499999999,1.8372052433837647e-05
20.0,77822.0,838863.0,850.0,0.52,1,0,4,1,10.77911414363363,0,3705.809523809524,3112.8799999999997,2.5699013157894735e-05
26.0,84662.0,720967.0,688.9151026299667,0.25,0,1,2,0,8.515727059045863,0,3135.6296296296296,5291.375,0.0
46.0,127966.0,493336.0,708.0,0.15,0,0,2,0,3.8551814139582863,2,2722.68085106383,9064.258333333333,0.0
59.0,104380.0,507831.0,824.0,0.29,1,0,4,0,4.86516703231431,2,1739.6666666666667,6175.816666666667,1.916039163840509e-05
55.0,70980.0,693752.0,803.0,0.41,1,1,4,1,9.773770445612206,2,1267.5,3489.8500000000004,2.8176157335662564e-05
30.0,47129.0,333548.0,627.7794734868573,0.35,1,0,1,0,7.077190748992149,0,1520.2903225806451,2552.8208333333337,4.243491544843097e-05
32.0,148207.0,501327.0,628.0542682093946,0.07,1,1,1,0,3.382590683363921,1,4491.121212121212,11486.042499999998,1.349445715172493e-05
65.0,134645.0,367317.0,825.0,0.35,0,1,4,0,2.7280201417049152,3,2040.0757575757575,7293.270833333333,0.0
62.0,77823.0,616094.0,718.0,0.55,1,1,2,1,7.91650390625,3,1235.2857142857142,2918.3624999999997,2.5698682942499197e-05
54.0,70111.0,674619.0,763.0,0.1505640090052247,0,0,3,0,9.622019055225925,2,1274.7454545454545,4962.900563719558,0.0
61.0,146259.0,540788.0,542.0,0.1976348582717799,0,0,0,0,3.6974429098865036,3,2359.016129032258,9779.426938668978,0.0
30.0,160100.0,360710.0,794.0,0.47,1,1,3,1,2.253015284101911,0,5164.5161290322585,7071.083333333333,1.2492036326841639e-05
23.0,92330.0,956515.0,536.4415016365123,0.49,1,1,0,1,10.359630026751578,0,3847.0833333333335,3924.025,2.166096261317853e-05
42.0,35512.0,128769.0,592.0,0.54,1,1,1,1,3.6259679553966153,1,825.8604651162791,1361.2933333333333,5.631581911358901e-05
49.0,66229.0,894028.0,574.0,0.49,1,1,0,1,13.498837384870905,2,1324.58,2814.7325,3.0197339614379973e-05
23.0,71248.0,164877.0,606.0,0.25,1,0,1,0,2.314095636429985,0,2968.6666666666665,4453.0,2.8070175438596492e-05
62.0,141733.0,291402.0,685.0,0.32,1,1,2,0,2.0559780998207913,3,2249.7301587301586,8031.536666666666,1.4110840653331923e-05
21.0,154454.0,335803.0,656.9451825683592,0.36,0,0,1,0,2.1741154381535073,0,7020.636363636364,8237.546666666667,0.0
53.0,107454.0,195514.0,733.0,0.45,0,1,2,1,1.8194965334325996,2,1989.888888888889,4924.975,0.0
58.0,112598.0,149525.0,812.0,0.1145649156448868,1,0,4,0,1.3279425216920222,2,1908.4406779661017,8308.184969018086,1.7761989342806394e-05
62.0,128640.0,1048316.0,588.0,0.1627077499343154,0,1,1,0,8.149159288251802,3,2041.904761904762,8975.77292070414,0.0
19.0,38228.0,647913.0,850.0,0.33,0,1,4,0,16.948206858667504,0,1911.4,2134.3966666666665,0.0
64.0,56131.0,105680.0,850.0,0.39,0,1,4,0,1.882705052376541,3,863.5538461538462,2853.325833333333,0.0
38.0,88976.0,748001.0,657.4044119009601,0.42,0,0,1,1,8.406678130303337,1,2281.4358974358975,4300.506666666667,0.0
48.0,147257.0,306326.0,684.0,0.38,1,0,2,0,2.0801993779624874,2,3005.2448979591836,7608.278333333333,1.3581512844715773e-05
51.0,79369.0,587967.0,739.0,0.33,0,0,2,0,7.407924908655663,2,1526.326923076923,4431.435833333333,0.0
54.0,92929.0,275104.0,812.0,0.1201307408596469,0,1,4,0,2.9603357365759173,2,1689.6181818181817,6813.780865221156,0.0
27.0,129997.0,283699.0,607.5285093967537,0.32,1,0,1,0,2.1823335743626826,0,4642.75,7366.496666666666,1.538473372872099e-05
51.0,82636.0,420418.0,539.0,0.41,1,1,0,1,5.087527378777061,2,1589.1538461538462,4062.936666666667,2.420194099566785e-05
24.0,79213.0,360077.0,687.0,0.45,0,0,2,1,4.545623248415684,0,3168.52,3630.5958333333333,0.0
50.0,85962.0,1068970.0,668.3887160829521,0.34,0,0,1,0,12.435233763363307,2,1685.5294117647059,4727.909999999999,0.0
29.0,61568.0,276601.0,633.0,0.24,1,0,1,0,4.492536828598808,0,2052.266666666667,3899.306666666667,3.24833522819555e-05
60.0,107044.0,653475.0,525.0,0.34,1,0,0,0,6.1046756037180625,2,1754.8196721311476,5887.419999999999,1.8683556601834725e-05
36.0,32020.0,657081.0,687.6114549105189,0.34,0,1,2,0,20.52031479341682,1,865.4054054054054,1761.0999999999997,0.0
29.0,114955.0,137887.0,757.8520576533562,0.29,0,1,3,0,1.199476321375135,0,3831.8333333333335,6801.504166666667,0.0
44.0,117586.0,369324.0,809.0,0.25,0,1,4,0,3.1408574077066342,1,2613.0222222222224,7349.125,0.0
57.0,121602.0,401838.0,668.6312751237822,0.2125992748508577,1,0,1,0,3.304507290116198,2,2096.5862068965516,7979.125248298834,1.6446827406993192e-05
63.0,67429.0,750120.0,787.0,0.35,1,1,3,0,11.124425329971823,3,1053.578125,3652.4041666666667,2.965994868828877e-05
42.0,73693.0,403516.0,576.0,0.39,1,1,0,0,5.475561104024751,1,1713.7906976744187,3746.060833333333,2.713888323495488e-05
58.0,80144.0,205072.0,634.0,0.41,1,0,1,1,2.5587622434337765,2,1358.3728813559321,3940.413333333334,2.4954458113942057e-05
43.0,144974.0,202516.0,765.0,0.37,1,0,3,0,1.3969029142955682,1,3294.8636363636365,7611.134999999999,1.3795386822646506e-05
60.0,143827.0,80933.0,802.0,0.55,1,1,4,1,0.5627068442862307,2,2357.8196721311474,5393.5125,1.3905401553233354e-05
34.0,94040.0,389288.0,850.0,0.34,0,0,4,0,4.1395561510405035,1,2686.8571428571427,5172.2,0.0
20.0,133375.0,139368.0,567.8810605259405,0.35,1,1,0,0,1.044925623800384,0,6351.190476190476,7224.479166666667,1.4995089108317026e-05
53.0,45473.0,297729.0,547.0,0.1653846594107813,0,1,0,0,6.547235783084839,2,842.0925925925926,3162.705281884462,0.0
20.0,128845.0,742019.0,850.0,0.16,0,0,4,0,5.75896030920634,0,6135.476190476191,9019.15,0.0
43.0,117415.0,463592.0,571.0,0.37,0,0,0,0,3.948286434557471,1,2668.5227272727275,6164.287499999999,0.0
25.0,154792.0,58198.0,679.4173583674639,0.5,1,0,2,1,0.37597307371780375,0,5953.538461538462,6449.666666666667,1.292039743142499e-05
38.0,57426.0,908120.0,763.0,0.49,1,1,3,1,15.81346753269368,1,1472.4615384615386,2440.605,3.482621717629031e-05
51.0,54734.0,839792.0,782.0,0.27,1,0,3,0,15.34287019274687,2,1052.576923076923,3329.6516666666666,3.653902367728734e-05
30.0,43628.0,637651.0,850.0,0.29,1,0,4,0,14.615301748836783,0,1407.3548387096773,2581.3233333333333,4.5840018336007336e-05
60.0,141537.0,454034.0,649.1435364140743,0.44,0,1,1,1,3.2078593734544785,2,2320.27868852459,6605.06,0.0
27.0,94432.0,1055936.0,599.2856642616687,0.09,1,1,1,0,11.181853801107664,0,3372.5714285714284,7161.093333333334,2.1178812715759155e-05
60.0,76548.0,341513.0,799.0,0.26,0,0,3,0,4.461364616128232,2,1254.8852459016393,4720.46,0.0
59.0,86729.0,103760.0,639.0,0.0646848695735182,0,0,1,0,1.196356508705177,2,1445.4833333333333,6759.912162229863,0.0
24.0,111042.0,453741.0,745.9175796590172,0.11,1,0,3,0,4.086173824554452,0,4441.68,8235.615,1.8010878570656678e-05
34.0,33328.0,416645.0,559.0,0.41,0,0,0,1,12.50097512676648,1,952.2285714285714,1638.626666666667,0.0
60.0,108372.0,576839.0,635.1813589243354,0.145315402739195,0,0,1,0,5.322718758362322,2,1776.5901639344263,7718.65659786233,0.0
60.0,150558.0,475742.0,799.0,0.2147317269401632,0,1,3,0,3.159837671610465,2,2468.1639344262294,9852.368387945242,0.0
38.0,131405.0,528324.0,649.9350921751329,0.37,1,1,1,0,4.020547006985982,1,3369.358974358974,6898.7625,1.5219889351404415e-05
23.0,101587.0,124052.0,711.7566354628834,0.48,1,0,2,1,1.2211284797417017,0,4232.791666666667,4402.1033333333335,1.9687170855112267e-05
48.0,107621.0,451791.0,626.3182729331296,0.03,0,1,1,0,4.197942799799297,2,2196.3469387755104,8699.364166666666,0.0
44.0,156933.0,342379.0,850.0,0.26,0,0,4,0,2.18167509908624,1,3487.4,9677.535,0.0
54.0,44572.0,353070.0,837.0,0.46,1,1,4,1,7.921163035918606,2,810.4,2005.74,4.4869206263741195e-05
35.0,73936.0,718420.0,762.0,0.17,1,0,3,0,9.716650662050125,1,2053.777777777778,5113.906666666667,2.7049690281046283e-05
57.0,87644.0,521927.0,821.0,0.2283435409841663,1,0,4,0,5.955011694905585,2,1511.103448275862,5635.921557831977,2.2819067612897336e-05
41.0,137377.0,70573.0,850.0,0.14,1,0,4,0,0.5137139862277803,1,3270.8809523809523,9845.351666666667,1.4558265819375595e-05
40.0,54725.0,612005.0,850.0,0.15,1,1,4,0,11.183075686145525,1,1334.7560975609756,3876.3541666666665,3.654503261644161e-05
24.0,174231.0,883206.0,711.1488292795581,0.42,0,0,2,1,5.0691377014555306,0,6969.24,8421.165,0.0
21.0,113053.0,963034.0,655.5472570989704,0.46,1,1,1,1,8.518354060891255,0,5138.772727272727,5087.385,1.769050462164433e-05
33.0,53457.0,441078.0,773.0,0.28,0,1,3,0,8.250925960567175,1,1572.264705882353,3207.42,0.0
22.0,42924.0,567279.0,691.6872633161943,0.22,0,0,2,0,13.215585323238207,0,1866.2608695652175,2790.06,0.0
59.0,40928.0,777748.0,661.5781366947883,0.48,1,0,1,1,19.00236995773168,2,682.1333333333333,1773.5466666666669,4.886391399951136e-05
46.0,93149.0,571177.0,518.0,0.25,0,0,0,0,6.131798174986581,2,1981.8936170212767,5821.8125,0.0
36.0,50189.0,392718.0,723.0,0.37,1,1,2,0,7.824626419605499,1,1356.4594594594594,2634.9225,3.9847781474766395e-05
58.0,95710.0,111413.0,850.0,0.4,1,1,4,0,1.164056378054769,2,1622.2033898305085,4785.5,2.089602139752591e-05
42.0,58067.0,556289.0,679.039742246722,0.1,0,0,2,0,9.57995798029896,1,1350.3953488372092,4355.025000000001,0.0
65.0,77578.0,693870.0,644.5298407614414,0.51,1,0,1,1,8.944044135655268,3,1175.4242424242425,3167.7683333333334,2.5779840164990976e-05
57.0,36523.0,708604.0,464.0,0.3,0,0,0,0,19.40105136348702,2,629.7068965517242,2130.508333333333,0.0
53.0,112267.0,661895.0,825.0,0.0738116714647265,1,0,4,0,5.895669291338582,2,2079.0185185185187,8665.032089972463,1.7814356589975862e-05
37.0,98657.0,344225.0,846.0,0.39,1,1,4,0,3.489073364552292,1,2596.2368421052633,5015.064166666666,2.027184544745031e-05
48.0,116051.0,111745.0,526.0,0.31,0,0,0,0,0.9628873263709372,2,2368.387755102041,6672.932499999999,0.0
46.0,163764.0,698658.0,624.3923949305197,0.45,1,0,1,1,4.266222941409947,2,3484.340425531915,7505.850000000001,1.2212547170963448e-05
41.0,35387.0,477161.0,813.0,0.34,1,0,4,0,13.483695037865944,1,842.547619047619,1946.2849999999999,5.6514736217468704e-05
32.0,86446.0,337779.0,850.0,0.3,0,0,4,0,3.907353638645644,1,2619.5757575757575,5042.683333333333,0.0
39.0,56994.0,694442.0,721.0,0.29,1,1,2,0,12.18426177734889,1,1424.85,3372.145,3.509018176714155e-05
36.0,134221.0,589215.0,473.0,0.36,0,0,0,0,4.389854122275037,1,3627.5945945945946,7158.453333333334,0.0
62.0,60733.0,780478.0,691.8192349172301,0.1247713486374551,0,1,2,0,12.85075904765041,3,964.015873015873,4429.605140266786,0.0
22.0,154688.0,514021.0,724.1825937947535,0.32,0,0,2,0,3.322931818034896,0,6725.565217391304,8765.653333333334,0.0
32.0,70160.0,268076.0,665.0,0.08,0,0,1,0,3.8208691438263425,1,2126.060606060606,5378.933333333333,0.0
39.0,138718.0,761567.0,738.0,0.38,1,1,2,0,5.489997765266474,1,3467.95,7167.096666666667,1.4417531718569781e-05
62.0,94460.0,495525.0,576.0,0.28,1,0,0,0,5.245815733477308,3,1499.3650793650793,5667.599999999999,2.1172534987614068e-05
45.0,135549.0,840044.0,742.0,0.01,0,1,3,0,6.197299889339727,1,2946.717391304348,11182.792500000001,0.0
27.0,67579.0,921874.0,711.0,0.2,0,0,2,0,13.64122521456052,0,2413.535714285714,4505.266666666667,0.0
42.0,78486.0,499796.0,517.0,0.34,1,1,0,0,6.3678825792806455,1,1825.2558139534883,4316.73,2.5481602283151563e-05
50.0,105571.0,490234.0,698.2013618333659,0.18,0,0,2,0,4.643598681468571,2,2070.0196078431372,7214.018333333333,0.0
38.0,86842.0,366409.0,776.0,0.34,0,1,3,0,4.219211680849349,1,2226.7179487179487,4776.3099999999995,0.0
40.0,84484.0,121031.0,688.0,0.35,0,1,2,0,1.4325738296739066,1,2060.5853658536585,4576.216666666666,0.0
46.0,29378.0,913181.0,578.0,0.35,1,0,0,0,31.08278021716192,2,625.063829787234,1591.3083333333334,6.807351940095303e-05
38.0,94419.0,517044.0,673.869807075306,0.46,1,1,2,1,5.476000847278119,1,2421.0,4248.8550000000005,2.118172864087438e-05
64.0,47760.0,338041.0,540.0,0.28,0,0,0,0,7.0777621909089,3,734.7692307692307,2865.6,0.0
38.0,59735.0,125765.0,648.0,0.41,0,1,1,1,2.1053468595152003,1,1531.6666666666667,2936.9708333333333,0.0
29.0,70922.0,254324.0,768.0,0.64,0,1,3,1,3.5859171213851644,0,2364.0666666666666,2127.66,0.0
41.0,163509.0,212678.0,696.0,0.15,1,1,2,0,1.3007033208978045,1,3893.0714285714284,11581.887499999999,1.2231592981511946e-05
49.0,79981.0,907688.0,757.0,0.52,0,0,3,1,11.348653447025582,2,1599.62,3199.24,0.0
41.0,81085.0,345563.0,544.0,0.39,1,0,0,0,4.261685124435784,1,1930.595238095238,4121.820833333333,2.466486613143907e-05
48.0,150994.0,575001.0,754.0,0.19,0,1,3,0,3.8080797377396602,2,3081.5102040816328,10192.095000000001,0.0
36.0,52048.0,801750.0,809.0,0.06,1,0,4,0,15.403754154738804,1,1406.7027027027027,4077.093333333333,3.8424591738712775e-05
53.0,123337.0,520717.0,551.0,0.43,0,1,0,1,4.221869983297929,2,2284.0185185185187,5858.507500000001,0.0
52.0,112901.0,774389.0,527.0,0.27,1,0,0,0,6.858948468583373,2,2130.2075471698113,6868.144166666666,1.7714321142928e-05
62.0,100719.0,481187.0,508.0,0.36,0,0,0,0,4.777472200158856,3,1598.7142857142858,5371.68,0.0
45.0,127700.0,385455.0,543.0,0.12,0,0,0,0,3.0184180233514226,1,2776.086956521739,9364.666666666666,0.0
34.0,71834.0,694051.0,666.2407586238313,0.31,0,0,1,0,9.661738706758545,1,2052.4,4130.455,0.0
21.0,36588.0,407107.0,585.0,0.25,1,0,1,0,11.126486102380497,0,1663.090909090909,2286.75,5.465974309920743e-05
33.0,41822.0,179522.0,808.0,0.31,0,0,4,0,4.292422829543552,1,1230.0588235294117,2404.765,0.0
45.0,106243.0,1046915.0,646.8650192250426,0.34,0,1,1,0,9.85387410112571,1,2309.6304347826085,5843.364999999999,0.0
55.0,78095.0,389861.0,720.0,0.1581915466313189,1,1,2,0,4.992073857816021,2,1394.5535714285713,5478.41926381893,2.5609178329513298e-05
59.0,165145.0,390520.0,780.0,0.36,0,0,3,0,2.36469548157388,2,2752.4166666666665,8807.733333333334,0.0
43.0,78758.0,489859.0,850.0,0.42,1,0,4,1,6.219720920783656,1,1789.9545454545455,3806.636666666667,2.5393600812595227e-05
21.0,74622.0,699519.0,722.0,0.22,1,0,2,0,9.37404017528108,0,3391.909090909091,4850.43,2.6801029159519725e-05
56.0,132915.0,634108.0,850.0,0.0976919407611893,0,0,4,0,4.7707424237864515,2,2331.842105263158,9994.189641143877,0.0
35.0,40571.0,588430.0,579.0,0.32,0,1,0,0,14.503352065463867,1,1126.9722222222222,2299.023333333333,0.0
63.0,46761.0,103265.0,560.0,0.1888375059804954,0,0,0,0,2.2083101663744067,3,730.640625,3160.8974485705044,0.0
25.0,24775.0,57628.0,793.0,0.25,1,0,3,0,2.32596060703907,0,952.8846153846154,1548.4375,8.072002260160632e-05
58.0,144735.0,728183.0,531.0,0.28,0,1,0,0,5.031111817377846,2,2453.135593220339,8684.1,0.0
43.0,35408.0,273280.0,850.0,0.33,1,1,4,0,7.71781185574289,1,804.7272727272727,1976.9466666666665,5.648121999435188e-05
32.0,86390.0,752231.0,850.0,0.03,1,0,4,0,8.707284323598524,1,2617.878787878788,6983.191666666667,2.315029169367534e-05
51.0,163509.0,868000.0,718.0,0.37,0,0,2,0,5.3085438199498505,2,3144.403846153846,8584.2225,0.0
30.0,137313.0,748836.0,850.0,0.28,1,1,4,0,5.453457040068748,0,4429.451612903225,8238.78,1.4565051159742199e-05
64.0,88562.0,896692.0,822.0,0.39,1,1,4,0,10.124905434549417,3,1362.4923076923078,4501.901666666667,2.258253918070548e-05
33.0,28125.0,707170.0,624.7163061630091,0.47,0,1,1,1,25.142928251439947,1,827.2058823529412,1242.1875,0.0
51.0,138341.0,100667.0,751.0,0.27,0,1,3,0,0.7276676641945324,2,2660.403846153846,8415.744166666665,0.0
51.0,88892.0,817913.0,683.0,0.48,1,1,2,1,9.201095699323906,2,1709.4615384615386,3851.986666666667,2.249870632438635e-05
26.0,33361.0,631309.0,713.0,0.0,1,0,2,0,18.922996223248006,0,1235.5925925925926,2780.0833333333335,5.9946647483739474e-05
27.0,44865.0,193471.0,850.0,0.35,0,0,4,0,4.312196317924486,0,1602.3214285714287,2430.1875,0.0
43.0,104514.0,488532.0,543.0,0.29,1,0,0,0,4.674276419652681,1,2375.318181818182,6183.745,1.913582609361246e-05
47.0,149319.0,888564.0,693.5588083431605,0.33,1,0,2,0,5.950736672917225,2,3110.8125,8336.977499999999,1.3393963340722337e-05
34.0,37772.0,129380.0,644.0,0.34,1,1,1,0,3.425197892674662,1,1079.2,2077.4599999999996,5.2946471117700005e-05
44.0,116678.0,800570.0,638.5109335433852,0.35,0,0,1,0,6.861303233658156,1,2592.8444444444444,6320.058333333333,0.0
64.0,81013.0,335046.0,625.548628958758,0.35,1,1,1,0,4.135655565704693,3,1246.3538461538462,4388.204166666667,2.4686786397580695e-05
44.0,63588.0,67752.0,702.0,0.34,0,0,2,0,1.0654672978030792,1,1413.0666666666666,3497.3399999999997,0.0
31.0,97130.0,891679.0,650.1817112364674,0.1,1,1,1,0,9.180169050045814,1,3035.3125,7284.75,2.059053658938352e-05
48.0,100708.0,831013.0,654.0089905819839,0.37,1,1,1,0,8.251625971859516,2,2055.265306122449,5287.17,1.985900109224506e-05
42.0,63608.0,224937.0,714.0,0.2,0,1,2,0,3.5362448710088197,1,1479.2558139534883,4240.533333333334,0.0
65.0,117622.0,859741.0,547.0,0.28,1,1,0,0,7.309293250469721,3,1782.1515151515152,7057.32,1.7003332653200026e-05
43.0,122098.0,139558.0,539.0,0.25,1,0,0,0,1.1429905240829163,1,2774.9545454545455,7631.125,1.638001638001638e-05
55.0,84318.0,601520.0,843.0,0.27,0,1,4,0,7.133860695691363,2,1505.6785714285713,5129.345,0.0
29.0,134287.0,903405.0,802.365350592898,0.39,0,0,4,0,6.7273695341355895,0,4476.233333333334,6826.255833333333,0.0
39.0,83787.0,129342.0,834.0,0.12,0,0,4,0,1.54368167279324,1,2094.675,6144.38,0.0
43.0,79052.0,727458.0,696.0,0.24,0,1,2,0,9.2021555159197,1,1796.6363636363637,5006.626666666667,0.0
62.0,31352.0,514491.0,576.0,0.28,0,1,0,0,16.409625873122188,3,497.6507936507937,1881.12,0.0
27.0,71835.0,786361.0,850.0,0.2,0,0,4,0,10.946614510830225,0,2565.535714285714,4789.0,0.0
59.0,95337.0,631581.0,788.0,0.48,1,1,3,1,6.62465124084835,2,1588.95,4131.27,2.0977774048395725e-05
21.0,55624.0,430363.0,489.0,0.31,1,1,0,0,7.736862921348314,0,2528.3636363636365,3198.3799999999997,3.5954409808362993e-05
54.0,47892.0,110427.0,850.0,0.32,1,0,4,0,2.305702294698599,2,870.7636363636364,2713.8799999999997,4.17588842026141e-05
61.0,62949.0,435591.0,740.0,0.53,0,1,3,1,6.919634630659253,3,1015.3064516129032,2465.5025,0.0
43.0,90116.0,723848.0,686.6367459261896,0.11,1,1,2,0,8.032313547943229,1,2048.090909090909,6683.6033333333335,2.219312457000821e-05
18.0,127461.0,1021523.0,640.2722725547455,0.51,1,1,1,1,8.014333683764573,0,6708.473684210527,5204.6575,1.5690827926535544e-05
42.0,59882.0,1009514.0,751.0,0.04,0,0,3,0,16.858106641283836,1,1392.6046511627908,4790.56,0.0
32.0,51203.0,388642.0,686.6328152858313,0.4,1,0,2,0,7.590071088196234,1,1551.6060606060605,2560.15,3.905868567522703e-05
46.0,67058.0,701497.0,551.0,0.14,1,1,0,0,10.460892646773736,2,1426.7659574468084,4805.823333333333,2.9824038174768865e-05
32.0,105836.0,293371.0,755.0,0.03,1,1,3,0,2.771913414023451,1,3207.151515151515,8555.076666666666,1.8896804550350536e-05
47.0,49483.0,345879.0,676.5794256618896,0.22,0,1,2,0,6.989713846900008,2,1030.8958333333333,3216.395,0.0
59.0,85402.0,320140.0,488.0,0.5,0,0,0,1,3.7485802606465817,2,1423.3666666666666,3558.4166666666665,0.0
51.0,112448.0,1075773.0,731.0,0.46,1,0,2,1,9.56676359949844,2,2162.4615384615386,5060.160000000001,1.7785682525566917e-05
38.0,130552.0,162431.0,850.0,0.34,1,0,4,0,1.244176694522531,1,3347.4871794871797,7180.36,1.5319331464374896e-05
41.0,94457.0,328941.0,673.4858279476636,0.5,0,0,2,1,3.4824048783586354,1,2248.9761904761904,3935.7083333333335,0.0
50.0,103963.0,533615.0,580.0,0.33,1,1,1,0,5.132690161979147,2,2038.4901960784314,5804.600833333333,1.9237243303034674e-05
61.0,137983.0,450109.0,709.0,0.1618716427699749,1,1,2,0,3.2620376275510203,3,2225.532258064516,9637.288759639212,1.4494329093742074e-05
22.0,50153.0,437103.0,850.0,0.52,1,0,4,1,8.715217131235793,0,2180.5652173913045,2006.12,3.987638321204267e-05
39.0,93717.0,792726.0,850.0,0.12,0,0,4,0,8.458631212787298,1,2342.925,6872.580000000001,0.0
40.0,75887.0,957633.0,688.0,0.48,0,1,2,1,12.619030676786844,1,1850.9024390243903,3288.4366666666665,0.0
57.0,36347.0,172080.0,796.0,0.32,1,1,3,0,4.734235721360185,2,626.6724137931035,2059.6633333333334,5.502214641393161e-05
38.0,111513.0,920838.0,702.7372625124216,0.29,1,1,2,0,8.257599942608103,1,2859.3076923076924,6597.8525,1.7934806976639914e-05
37.0,61007.0,851789.0,725.0,0.24,1,0,2,0,13.96192302648833,1,1605.4473684210527,3863.7766666666666,3.2782048550213904e-05
35.0,124161.0,597775.0,496.0,0.24,0,0,0,0,4.814476248771766,1,3448.9166666666665,7863.53,0.0
49.0,164477.0,762416.0,773.0,0.4,0,1,3,0,4.635367647952918,2,3289.54,8223.85,0.0
44.0,61600.0,772749.0,820.0,0.51,1,1,4,1,12.544422980146425,1,1368.888888888889,2515.3333333333335,3.246647836109217e-05
60.0,131930.0,717122.0,850.0,0.1764564959747559,0,0,4,0,5.435583752112847,2,2162.7868852459014,9054.174540504204,0.0
42.0,123344.0,548020.0,658.2611114215794,0.48,0,1,1,1,4.442985123028903,1,2868.4651162790697,5344.906666666667,0.0
49.0,36200.0,987967.0,524.0,0.28,1,0,0,0,27.291152178116626,2,724.0,2172.0,5.52455665432849e-05
24.0,131709.0,723537.0,784.7497089583162,0.47,0,0,3,1,5.493409763875181,0,5268.36,5817.1475,0.0
32.0,118647.0,199354.0,755.0,0.04,0,0,3,0,1.680213741487425,1,3595.3636363636365,9491.76,0.0
34.0,86936.0,185230.0,750.0,0.38,0,0,3,0,2.1306233249364483,1,2483.885714285714,4491.693333333334,0.0
63.0,69170.0,571571.0,700.241089672556,0.41,1,0,2,1,8.263159416518484,3,1080.78125,3400.8583333333336,2.891343318105592e-05
43.0,47779.0,115693.0,665.0,0.1,0,1,1,0,2.4213687735454164,1,1085.8863636363637,3583.4249999999997,0.0
64.0,133890.0,742956.0,772.0,0.47,0,0,3,1,5.548961468657341,3,2059.846153846154,5913.474999999999,0.0
52.0,139593.0,593317.0,687.052373693004,0.5,1,1,2,1,4.250304454346176,2,2633.830188679245,5816.375,1.432716071492532e-05
67.0,137968.0,582774.0,647.4394866610311,0.34,0,0,1,0,4.223948858076814,3,2028.9411764705883,7588.239999999999,0.0
58.0,48440.0,1019111.0,730.0,0.1928991583381702,1,0,2,0,21.038190788794616,2,821.0169491525423,3257.99706417492,4.128648693282689e-05
